limites_catastro_planeamiento;provincia;provincia_gl;
limites_catastro_planeamiento;departamento;departamento_gl;
limites_catastro_planeamiento;gobierno_local_punto;gobierno_local_visor_gl;
limites_catastro_planeamiento;gobierno_local_poligono_FA000;gobierno_local_poli_gl;
limites_catastro_planeamiento;localidad;localidad_gl;
limites_catastro_planeamiento;sublocalidad;sublocalidad_gl;
limites_catastro_planeamiento;paraje;paraje_gl;
limites_catastro_planeamiento;areas_de_asentamientos_y_edificios_020106;planta_urbana_gl;
limites_catastro_planeamiento;renabap;renabap_gl;
infraestructura_equipamiento_urbano;puntos_de_asentamientos_y_edificios_020101;edificio_gubernamental_gl;
infraestructura_equipamiento_urbano;lineas_de_estructura_asociada;ducto_gl;
infraestructura_equipamiento_urbano;puntos_de_extraccion_AA010;mina_gl;
infraestructura_equipamiento_urbano;pozo_de_agua;pozo_de_agua_gl;
infraestructura_equipamiento_urbano;puntos_de_equipamiento_AL030;cementerio_gl;
infraestructura_equipamiento_urbano;puntos_de_asentamientos_y_edificios_020102;edificio_comunicaciones_gl;
infraestructura_equipamiento_urbano;complejo_comercial;complejo_comercial_gl;
infraestructura_equipamiento_urbano;areas_de_fabricacion_y_procesamiento_AC070;areas_de_fabricacion_y_procesamiento_gl;
infraestructura_equipamiento_urbano;area_operaciones_logisticas;area_operacion_logistica_gl;
infraestructura_equipamiento_urbano;puntos_de_energia_AD010;central_electrica_gl;
infraestructura_equipamiento_urbano;lineas_de_energia_AT030;linea_transmision_electricas_gl;
infraestructura_equipamiento_urbano;puntos_de_comunicacion_AT010;antena_gl;
infraestructura_equipamiento_urbano;puntos_de_comunicacion_AT080;torre_comunicaciones_gl;
educacion_salud;edificio_educativo_020601;edificio_educativo_gl;
educacion_salud;puntos_de_ciencia_y_educacion_020602;universidad_gl;
educacion_salud;puntos_de_ciencia_y_educacion_AL295;centro_cientifico_gl;
educacion_salud;salud_020801;edificio_salud_gl;
cultura_turismo_deporte;cultura_y_religion_AL021;edificio_cultura_gl;
cultura_turismo_deporte;cultura_y_religion_AL330;edificio_religioso_gl;
cultura_turismo_deporte;puntos_de_equipamiento_AL130;monumento_gl;
cultura_turismo_deporte;puntos_de_asentamientos_y_edificios_AL201;sitio_interes_gl;
cultura_turismo_deporte;puntos_de_asentamientos_y_edificios;edificacion_alojamiento_gl;
cultura_turismo_deporte;puntos_de_recreacion;instalacion_deportiva_gl;
gestion_ambiental;area_protegida;areas_protegidas_visor_gl;
gestion_ambiental;areas_de_equipamiento_AL170;espacio_verde_gl;
gestion_ambiental;puntos_de_fabricacion_y_procesamiento_AC507;planta_tratamiento_efluentes_gl;
gestion_ambiental;puntos_de_gestion_de_residuos;plantas_tratamiento_residuos_gl;
gestion_ambiental;puntos_de_fabricacion_y_procesamiento_BH220;plantas_potabilizadora_gl;
seguridad_proteccion_civil;estructuras_operativas_y_defensivas_FA517;edificio_seguridad_gl;
seguridad_proteccion_civil;estructuras_operativas_y_defensivas_090102;bomberos_gl;
seguridad_proteccion_civil;instalacion_militar_SU001;instalacion_militar_gl;
seguridad_proteccion_civil;estructuras_operativas_y_defensivas_090101;institucion_penitenciaria_gl;
seguridad_proteccion_civil;pasos_de_fronteras_internacionales;paso_de_frontera_gl;
seguridad_proteccion_civil;complejo_fronterizo;complejo_de_frontera_gl;
seguridad_proteccion_civil;zona_de_frontera_070113;zona_de_seguridad_de_frontera_gl;
transporte_movilidad_urbana;puntos_de_transporte_aereo_GB005;aeropuerto_gl;
transporte_movilidad_urbana;infraestructura_de_transporte_AQ170;estacion_servicio_gl;
transporte_movilidad_urbana;infraestructura_de_transporte_030801;estacion_peaje_gl;
transporte_movilidad_urbana;infraestructura_de_transporte_AQ180;estacion_pesaje_gl;
transporte_movilidad_urbana;puntos_de_puertos_y_muelles_BB005;puerto_gl;
transporte_movilidad_urbana;puntos_de_transporte_aereo_GB001;aerodromo_gl;
transporte_movilidad_urbana;lineas_de_transporte_aereo_GB055;pista_gl;
transporte_movilidad_urbana;puntos_de_transporte_aereo_GB035;helipuerto_gl;
transporte_movilidad_urbana;lineas_de_transporte_ferroviario_AN010;ferrocarril_gl;
transporte_movilidad_urbana;puntos_de_transporte_ferroviario_AN070;estacion_de_ferrocarril_gl;
transporte_movilidad_urbana;red_vial_nacional;red_vial_nacional_gl;
transporte_movilidad_urbana;vial_provincial;red_vial_provincial_gl;
transporte_movilidad_urbana;infraestructura_de_transporte_AQ125;estacion_omnibus_gl;
municipios;provincia;polygon_municipios;
municipios;departamento;polygon_municipios;
municipios;gobierno_local_punto;point_municipios;
municipios;gobierno_local_poligono_FA000;polygon_municipios;
municipios;localidad;point_municipios;
municipios;sublocalidad;point_municipios;
municipios;paraje;point_municipios;
municipios;areas_de_asentamientos_y_edificios_020106;polygon_municipios;
municipios;renabap;polygon_municipios;
municipios;puntos_de_asentamientos_y_edificios_020101;point_municipios;
municipios;lineas_de_estructura_asociada;line_municipios;
municipios;puntos_de_extraccion_AA010;point_municipios;
municipios;pozo_de_agua_B4230;point_municipios;
municipios;puntos_de_equipamiento_AL030;point_municipios;
municipios;puntos_de_asentamientos_y_edificios_020102;point_municipios;
municipios;complejo_comercial_AG030;point_municipios;
municipios;areas_de_fabricacion_y_procesamiento_AC070;polygon_municipios;
municipios;area_operaciones_logisticas_AM510;polygon_municipios;
municipios;puntos_de_energia_AD010;point_municipios;
municipios;lineas_de_energia_AT030;line_municipios;
municipios;puntos_de_comunicacion_AT010;point_municipios;
municipios;puntos_de_comunicacion_AT080;point_municipios;
municipios;edificio_educativo_020601;point_municipios;
municipios;puntos_de_ciencia_y_educacion_020602;point_municipios;
municipios;puntos_de_ciencia_y_educacion_AL295;point_municipios;
municipios;salud_020801;point_municipios;
municipios;cultura_y_religion_AL021;point_municipios;
municipios;cultura_y_religion_AL330;point_municipios;
municipios;puntos_de_equipamiento_AL130;point_municipios;
municipios;puntos_de_asentamientos_y_edificios_AL201;point_municipios;
municipios;puntos_de_asentamientos_y_edificios;point_municipios;
municipios;puntos_de_recreacion;point_municipios;
municipios;area_protegida;polygon_municipios;
municipios;areas_de_equipamiento_AL170;point_municipios;
municipios;puntos_de_fabricacion_y_procesamiento_AC507;point_municipios;
municipios;puntos_de_gestion_de_residuos;point_municipios;
municipios;puntos_de_fabricacion_y_procesamiento_BH220;point_municipios;
municipios;estructuras_operativas_y_defensivas_FA517;point_municipios;
municipios;estructuras_operativas_y_defensivas_090102;point_municipios;
municipios;instalacion_militar_SU001;point_municipios;
municipios;estructuras_operativas_y_defensivas_090101;point_municipios;
municipios;pasos_de_fronteras_internacionales;point_municipios;
municipios;complejo_fronterizo;point_municipios;
municipios;zona_de_frontera_070113;polygon_municipios;
municipios;puntos_de_transporte_aereo_GB005;point_municipios;
municipios;infraestructura_de_transporte_AQ170;point_municipios;
municipios;infraestructura_de_transporte_030801;point_municipios;
municipios;infraestructura_de_transporte_AQ180;point_municipios;
municipios;puntos_de_puertos_y_muelles_BB005;point_municipios;
municipios;puntos_de_transporte_aereo_GB001;point_municipios;
municipios;lineas_de_transporte_aereo_GB055;line_municipios;
municipios;puntos_de_transporte_aereo_GB035;point_municipios;
municipios;lineas_de_transporte_ferroviario_AN010;line_municipios;
municipios;puntos_de_transporte_ferroviario_AN070;point_municipios;
municipios;red_vial_nacional;line_municipios;
municipios;vial_provincial;line_municipios;
municipios;infraestructura_de_transporte_AQ125;point_municipios;
